,MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
1844747,34f179ae415e2e7df57a2a6a114630f5,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1791.0,0,7.0,0,,53447.0,1.0,1.0,1,34,13088.0,,277.0,75,windows10,x86,10.0.0.0,14393,768,rs1,14393.2189.x86fre.rs1_release.180329-1711,Home,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,PCOther,Windows.Desktop,2668.0,171222.0,4.0,5.0,1848.0,,29820.0,SSD,28542.0,0,2048.0,Notebook,12.9,1366.0,768.0,Slate,lion,427.0,10.0.14393.2189,x86,rs1_release,14393,2189,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,628.0,31700.0,1,0.0,0.0,0,0,1.0,0.0,10.0,0
7408330,d48df1c040558c00b1679bfb29876a68,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7.0,0,,53447.0,1.0,1.0,1,201,66202.0,,267.0,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2206.0,248045.0,4.0,5.0,2285.0,,305245.0,HDD,253089.0,1,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,35.0,148,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33194.0,0,,0.0,0,0,0.0,0.0,11.0,1
8388936,f0b6ae5467440bcef81608bb096671bf,win8defender,1.1.15100.1,4.18.1806.18062,1.273.514.0,0,7.0,0,,53447.0,1.0,1.0,1,6,147284.0,,277.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,1443.0,293158.0,12.0,5.0,3874.0,,244198.0,SSD,243647.0,0,16384.0,Tower,23.0,1680.0,1050.0,Desktop,,4294967295.0,10.0.17134.165,amd64,rs4_release,17134,165,ProfessionalN,PROFESSIONAL_N,IBSClean,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,355.0,20394.0,0,,0.0,0,0,0.0,0.0,3.0,1
6814121,c389fe1b8faf5c894f3f2a3685184065,win8defender,1.1.15200.1,4.13.17134.1,1.275.130.0,0,7.0,0,1910.0,7945.0,2.0,1.0,1,57,3923.0,18.0,76.0,222,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,AllInOne,Windows.Desktop,1443.0,256507.0,4.0,5.0,3394.0,,476940.0,HDD,467201.0,0,4096.0,AllinOne,19.4,1600.0,900.0,Desktop,,4294967295.0,10.0.17134.165,amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9.0,34,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,355.0,19970.0,1,0.0,0.0,0,0,0.0,1.0,10.0,1
8885638,fef91e78c568f83d3f54c65870c03b9e,win8defender,1.1.15000.2,4.12.17007.18022,1.271.1006.0,0,7.0,0,,62773.0,1.0,1.0,1,89,10146.0,,277.0,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.953.amd64fre.rs1_release_inmarket.170303-1614,Home,0.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331104.0,4.0,5.0,2373.0,,476940.0,HDD,190001.0,0,4096.0,Notebook,14.0,1366.0,768.0,Mobile,lion,134.0,10.0.14393.953,amd64,rs1_release,14393,953,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8.0,31,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,142.0,69536.0,1,0.0,0.0,0,0,0.0,0.0,1.0,1
6795731,c303e2cb4deada4926c1da8bb691c09f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1276.0,0,7.0,0,,53447.0,1.0,1.0,1,43,67878.0,27.0,53.0,42,windows10,x64,10.0.0.0,14393,768,rs1,14393.693.amd64fre.rs1_release.161220-1747,Home,1.0,0,,0.0,94.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,58379.0,4.0,5.0,2640.0,,244198.0,SSD,215528.0,0,4096.0,Notebook,12.5,1366.0,768.0,Mobile,lion,0.0,10.0.14393.693,amd64,rs1_release,14393,693,Core,CORE,Update,37.0,158,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,628.0,46779.0,0,0.0,0.0,0,0,0.0,0.0,7.0,1
8901919,ff71be2f09cf5eb4e18522e6358151e9,win8defender,1.1.15100.1,4.18.1806.18062,1.273.371.0,0,7.0,0,,7073.0,3.0,1.0,1,41,130775.0,18.0,52.0,217,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,189408.0,4.0,5.0,2382.0,,476940.0,HDD,475799.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9.0,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63448.0,1,,0.0,0,0,0.0,1.0,10.0,1
6174712,b13b2eacd0bc3efc1704b2adbaf6b83b,win8defender,1.1.15100.1,4.18.1806.18062,1.273.488.0,0,7.0,0,,53447.0,1.0,1.0,1,66,29518.0,27.0,89.0,88,windows10,x64,10.0.0.0,14393,256,rs1,14393.2368.amd64fre.rs1_release_inmarket_aim.180712-1833,Enterprise LTSB,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,552.0,332442.0,4.0,5.0,1972.0,,122104.0,SSD,91802.0,0,4096.0,HandHeld,20.4,1024.0,600.0,Mobile,,4294967295.0,10.0.14393.2368,amd64,rs1_release,14393,2368,EnterpriseS,ENTERPRISE_S,IBSClean,8.0,49,UNKNOWN,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,807.0,70665.0,0,,0.0,1,0,0.0,0.0,5.0,0
8910001,ffacd31b0786051dc975f19411997aba,win8defender,1.1.15100.1,4.18.1807.18075,1.273.781.0,0,7.0,0,,47238.0,2.0,1.0,1,203,143782.0,18.0,255.0,46,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331250.0,4.0,5.0,2666.0,,953869.0,HDD,952765.0,0,8192.0,Notebook,15.5,1280.0,720.0,Mobile,,134.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,39.0,160,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,70123.0,0,,0.0,0,0,0.0,0.0,7.0,0
5124975,93153cb22480f0f372c9fa4c6dd24ba2,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1167.0,0,7.0,0,,53447.0,1.0,1.0,1,142,74924.0,27.0,157.0,68,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,91604.0,8.0,5.0,3104.0,,244198.0,SSD,243583.0,0,8192.0,Notebook,13.9,1366.0,768.0,Mobile,,1.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,IBSClean,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,628.0,57852.0,1,,0.0,0,0,0.0,0.0,1.0,0
1007239,1ceef0ee1da00b3e35540d0a0964713c,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1067.0,0,7.0,0,,53447.0,1.0,1.0,1,107,54388.0,18.0,138.0,134,windows10,x86,10.0.0.0,16299,768,rs3,16299.15.x86fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,,1.0,0.0,PCOther,Windows.Desktop,2668.0,171222.0,4.0,5.0,1848.0,,29820.0,SSD,28542.0,0,2048.0,Notebook,11.6,1366.0,768.0,Slate,,372.0,10.0.16299.431,x86,rs3_release,16299,431,Core,CORE,UUPUpgrade,20.0,83,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,31699.0,1,,0.0,0,0,1.0,1.0,1.0,0
5135166,93605308e5f9bf43dceb586265980dab,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1346.0,0,7.0,0,,53447.0,1.0,1.0,1,43,164770.0,18.0,53.0,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,331892.0,4.0,5.0,2640.0,,122104.0,SSD,62454.0,0,4096.0,Laptop,13.3,1920.0,1080.0,Mobile,lip,0.0,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Upgrade,37.0,158,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,355.0,20388.0,1,0.0,0.0,0,0,0.0,0.0,7.0,0
2116295,3cbbdbd157fcf542d36f4108f74ae92a,win8defender,1.1.15200.1,4.18.1806.18062,1.275.1312.0,0,7.0,0,,53447.0,1.0,1.0,1,60,49382.0,,240.0,233,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,303894.0,2.0,5.0,2056.0,,305245.0,HDD,290252.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Update,9.0,34,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,556.0,13912.0,0,0.0,0.0,0,0,0.0,0.0,15.0,0
2580015,4a068659250a47d069559a5dbe21050f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.950.0,0,7.0,0,,53447.0,1.0,1.0,1,141,128917.0,18.0,167.0,227,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2102.0,245824.0,4.0,1.0,77.0,,953869.0,HDD,952412.0,0,12288.0,Notebook,15.5,1366.0,768.0,Mobile,,353.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,Update,10.0,35,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Unknown,,142.0,33165.0,0,,0.0,0,0,0.0,1.0,10.0,0
7173006,cdcc1d7c3440d03d2bea7e2459b3b7e8,win8defender,1.1.15200.1,4.18.1807.18075,1.275.54.0,0,7.0,0,,53447.0,1.0,1.0,1,51,103807.0,27.0,98.0,103,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,234024.0,1.0,1.0,1365.0,,152627.0,UNKNOWN,152626.0,1,2048.0,UNKNOWN,15.4,1280.0,800.0,Mobile,,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,IBSClean,5.0,26,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,500.0,14635.0,0,,0.0,0,0,0.0,0.0,6.0,0
1514519,2b79fa99ba0a8a355e745004735a58d8,win8defender,1.1.15100.1,4.12.16299.15,1.273.1718.0,0,0.0,0,,3371.0,2.0,1.0,1,171,157512.0,18.0,211.0,182,windows10,x86,10.0.0.0,16299,256,rs3,16299.15.x86fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,248167.0,2.0,1.0,181.0,,305245.0,HDD,288291.0,1,8192.0,Notebook,17.3,1600.0,900.0,Mobile,lion,0.0,10.0.16299.431,x86,rs3_release,16299,431,Professional,PROFESSIONAL,Upgrade,29.0,125,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,554.0,33026.0,0,0.0,0.0,0,0,0.0,1.0,3.0,1
8349096,ef92aa927202965080b67f07f1e6a231,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1826.0,0,7.0,0,,53447.0,1.0,1.0,1,152,7470.0,18.0,184.0,69,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,318733.0,4.0,5.0,2908.0,,244198.0,SSD,96813.0,0,8192.0,Notebook,13.2,1920.0,1080.0,Mobile,,243.0,10.0.16299.371,amd64,rs3_release,16299,371,Core,CORE,Upgrade,8.0,31,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,62082.0,1,,0.0,1,0,0.0,0.0,1.0,0
7417492,d4d0ce7227e4d0c9fceb1c120029e466,win8defender,1.1.15100.1,4.18.1806.18062,1.273.356.0,0,7.0,0,,53447.0,1.0,1.0,1,214,61668.0,27.0,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Convertible,Windows.Desktop,2206.0,244535.0,4.0,5.0,2238.0,,476940.0,HDD,110000.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,,0.0,10.0.17134.167,amd64,rs4_release,17134,167,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33115.0,0,,0.0,1,0,0.0,0.0,1.0,0
8267771,ed3b3b3e397dad0d8b566a53719e3994,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1209.0,0,7.0,0,,53447.0,1.0,1.0,1,29,143545.0,27.0,35.0,171,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,3469.0,275118.0,2.0,5.0,4324.0,,476940.0,HDD,249581.0,0,2048.0,Desktop,15.5,1360.0,768.0,Desktop,,4294967295.0,10.0.17134.228,x86,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,26.0,119,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,809.0,13303.0,0,0.0,0.0,0,0,0.0,1.0,10.0,1
1082522,1f17ee6cb8c31b7c5154e56f4aadd7a6,win8defender,1.1.15200.1,4.18.1807.18075,1.275.91.0,0,7.0,0,,53447.0,1.0,1.0,1,97,7049.0,,126.0,124,windows10,x86,10.0.0.0,17134,768,rs4,17134.1.x86fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,528.0,4109.0,2.0,5.0,1889.0,,238475.0,HDD,102400.0,0,2048.0,Notebook,10.0,1024.0,600.0,Mobile,,0.0,10.0.17134.228,x86,rs4_release,17134,228,Core,CORE,Clean,18.0,72,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,3714.0,0,,0.0,0,0,0.0,0.0,15.0,0
8404412,f128a3280ef4b69987713b2c5408bef1,win8defender,1.1.15200.1,4.13.17134.1,1.275.1761.0,0,7.0,0,,53447.0,1.0,1.0,1,169,2187.0,,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,249271.0,4.0,5.0,2257.0,,238475.0,HDD,99451.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,500.0,14263.0,0,,0.0,0,0,0.0,0.0,3.0,0
8784453,fc1281fb0b27b7dee01e6416cd463bd3,win8defender,1.1.15100.1,4.18.1807.18075,1.273.781.0,0,7.0,0,,53447.0,1.0,1.0,1,199,150207.0,,89.0,88,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,778.0,227960.0,4.0,5.0,2494.0,,476940.0,HDD,476375.0,0,8192.0,Desktop,19.5,1600.0,900.0,Desktop,,4294967295.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,14.0,49,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,11778.0,0,,0.0,0,0,0.0,1.0,11.0,1
7847180,e12812b198c7b9d273d57c012509accc,win8defender,1.1.15000.2,4.18.1806.18062,1.271.85.0,0,7.0,0,,49480.0,2.0,1.0,1,195,10222.0,18.0,258.0,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,105.0,,1.0,1.0,Convertible,Windows.Desktop,585.0,313259.0,4.0,5.0,3499.0,,59640.0,SSD,58498.0,0,4096.0,Convertible,11.6,1920.0,1080.0,Mobile,,1.0,10.0.15063.447,amd64,rs2_release,15063,447,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63069.0,1,,0.0,1,1,0.0,0.0,1.0,0
1649146,2f5468694b18bbf5e0d5587a8803b03a,win8defender,1.1.14700.5,4.14.17613.18039,1.265.929.0,0,7.0,0,,53447.0,1.0,1.0,1,53,103950.0,18.0,71.0,52,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,530.0,318287.0,4.0,5.0,2285.0,,610480.0,HDD,255184.0,0,4096.0,Notebook,13.2,1366.0,768.0,Mobile,lion,0.0,10.0.16299.125,amd64,rs3_release,16299,125,Core,CORE,Upgrade,4.0,24,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,61739.0,0,0.0,0.0,0,0,0.0,0.0,15.0,0
5744241,a4e12badc9dcce11894071cd21554ed1,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1254.0,0,0.0,1,,11280.0,2.0,1.0,1,203,143782.0,18.0,255.0,46,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,3818.0,292224.0,2.0,5.0,2980.0,,131072.0,SSD,129921.0,0,2048.0,Laptop,11.1,2880.0,1800.0,Mobile,bq20,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,39.0,160,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,0.0,789.0,7847.0,0,0.0,1.0,0,0,0.0,0.0,7.0,0
8367041,f016ac26b56cf6b5fe2aa6af0731a777,win8defender,1.1.14104.0,4.12.16299.15,1.251.42.0,0,7.0,0,1536.0,53447.0,1.0,1.0,1,43,,27.0,53.0,42,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,,117.0,,1.0,1.0,Detachable,Windows.Desktop,3150.0,313511.0,4.0,5.0,2527.0,,122104.0,SSD,112662.0,0,4096.0,MainServerChassis,10.6,1920.0,1080.0,Slate,,174.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Reset,37.0,158,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,142.0,6376.0,1,,0.0,1,1,0.0,0.0,7.0,1
7854301,e15c69c9a8d0c1e28a92f9c89882eb30,win8defender,1.1.15100.1,4.10.14393.1794,1.273.312.0,0,7.0,0,,49480.0,2.0,1.0,1,207,84592.0,27.0,277.0,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,Convertible,Windows.Desktop,2102.0,238971.0,4.0,5.0,3030.0,,305245.0,HDD,304679.0,0,12288.0,Convertible,15.5,1920.0,1080.0,Mobile,,0.0,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33080.0,1,,0.0,1,0,0.0,1.0,13.0,0
6583870,bcf4502702adf51a146f3e5c2b26a67c,win8defender,1.1.13303.0,4.9.10586.589,1.233.2263.0,0,7.0,0,221.0,53447.0,1.0,1.0,1,29,128035.0,18.0,35.0,171,windows10,x64,10.0.0.0,10586,768,th2,10586.589.amd64fre.th2_release.160906-1759,Home,1.0,0,,,84.0,RequireAdmin,1.0,1.0,AllInOne,Windows.Desktop,3890.0,201153.0,2.0,5.0,1978.0,,476940.0,HDD,460761.0,0,4096.0,AllinOne,20.0,1366.0,768.0,Desktop,,,10.0.10586.589,amd64,th2_release,10586,589,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,26.0,119,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,4357.0,1,0.0,0.0,0,0,0.0,0.0,10.0,0
5078050,91bb0182049586f858f360050b302def,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1795.0,0,7.0,0,,6630.0,3.0,1.0,1,59,2025.0,27.0,275.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189461.0,4.0,5.0,3026.0,,953869.0,HDD,953252.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63317.0,1,,0.0,0,0,0.0,1.0,11.0,0
1195570,2257ba25ae347428c6190899ebb201e5,win8defender,1.1.14901.4,4.14.17639.18041,1.269.1040.0,0,7.0,0,,53447.0,1.0,1.0,1,66,88868.0,27.0,89.0,88,windows10,x64,10.0.0.0,14393,256,rs1,14393.1480.amd64fre.rs1_release.170706-2004,Pro,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,200201.0,2.0,1.0,649.0,,715404.0,HDD,693116.0,1,6144.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.16299.125,amd64,rs3_release,16299,125,Professional,PROFESSIONAL,Upgrade,14.0,49,FullAuto,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,554.0,33144.0,1,0.0,0.0,0,0,0.0,0.0,5.0,0
3383180,61158281ef641d9d887ec11613b02a68,win8defender,1.1.15100.1,4.18.1807.18075,1.273.642.0,0,7.0,0,,53447.0,1.0,1.0,1,93,36825.0,27.0,119.0,64,windows10,x64,10.0.0.0,14393,768,rs1,14393.693.amd64fre.rs1_release.161220-1747,Home,1.0,0,,0.0,94.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171481.0,2.0,1.0,227.0,,953869.0,HDD,926992.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.14393.693,amd64,rs1_release,14393,693,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,8.0,31,Notify,0,OFFLINE,OEM:DM,,0.0,Unknown,,628.0,13156.0,1,,0.0,0,0,0.0,1.0,8.0,0
2686828,4d17db0827d4e1f9ee847bc8f03e8102,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1075.0,0,7.0,0,,53447.0,1.0,1.0,1,141,163380.0,27.0,167.0,227,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2668.0,66035.0,4.0,5.0,3032.0,,476940.0,HDD,475663.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.254,amd64,rs4_release,17134,254,Professional,PROFESSIONAL,Upgrade,10.0,35,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,47465.0,0,,0.0,0,0,0.0,0.0,10.0,0
1921372,37239439f8fb24d253daf7cd9a4b384a,win8defender,1.1.14800.3,4.14.17639.18041,1.267.386.0,0,7.0,0,,53447.0,1.0,1.0,1,43,36366.0,27.0,53.0,42,windows10,x64,10.0.0.0,14393,768,rs1,14393.1066.amd64fre.rs1_release_sec.170327-1835,Home,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,103881.0,4.0,5.0,2529.0,,476940.0,HDD,462682.0,0,8192.0,Notebook,14.0,1600.0,900.0,Mobile,lion,0.0,10.0.14393.1066,amd64,rs1_release,14393,1066,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,628.0,37122.0,1,0.0,0.0,0,0,0.0,0.0,7.0,0
